image_id,source_video,scene_id,frame_no,timestamp_s,split,width,height,lighting,weather,occlusion_level,blur_score,blur_level,brightness,contrast,motion_score,n_objects,classes,image_path,label_path
scene14_camA_f000210,scene14_camA.mp4,scene14,210,7.0,train,960,540,day,unknown,unknown,76.58,sharp,112.69,31.42,5.39,4,bus;person,data/frames/scene14_camA/scene14_camA_f000210.jpg,data/labels/scene14_camA/scene14_camA_f000210.txt
scene14_camA_f000225,scene14_camA.mp4,scene14,225,7.5,train,960,540,day,unknown,unknown,71.34,sharp,112.36,32.06,6.23,4,bus;person,data/frames/scene14_camA/scene14_camA_f000225.jpg,data/labels/scene14_camA/scene14_camA_f000225.txt
scene14_camA_f000240,scene14_camA.mp4,scene14,240,8.0,train,960,540,day,unknown,unknown,67.2,sharp,112.8,33.02,6.41,3,bus;person,data/frames/scene14_camA/scene14_camA_f000240.jpg,data/labels/scene14_camA/scene14_camA_f000240.txt
scene14_camA_f000255,scene14_camA.mp4,scene14,255,8.5,train,960,540,day,unknown,unknown,66.84,sharp,113.31,34.29,7.04,3,bus;person,data/frames/scene14_camA/scene14_camA_f000255.jpg,data/labels/scene14_camA/scene14_camA_f000255.txt
scene14_camA_f000270,scene14_camA.mp4,scene14,270,9.0,train,960,540,day,unknown,unknown,68.91,sharp,113.48,35.13,8.67,4,bus;person,data/frames/scene14_camA/scene14_camA_f000270.jpg,data/labels/scene14_camA/scene14_camA_f000270.txt
scene14_camA_f000285,scene14_camA.mp4,scene14,285,9.5,train,960,540,day,unknown,unknown,68.17,sharp,113.7,35.56,9.49,4,bus;person,data/frames/scene14_camA/scene14_camA_f000285.jpg,data/labels/scene14_camA/scene14_camA_f000285.txt
scene14_camA_f000300,scene14_camA.mp4,scene14,300,10.0,train,960,540,day,unknown,unknown,68.07,sharp,113.88,35.58,9.72,4,bus;person,data/frames/scene14_camA/scene14_camA_f000300.jpg,data/labels/scene14_camA/scene14_camA_f000300.txt
scene14_camA_f000315,scene14_camA.mp4,scene14,315,10.5,train,960,540,day,unknown,unknown,65.39,sharp,113.69,35.1,9.12,3,bus;person,data/frames/scene14_camA/scene14_camA_f000315.jpg,data/labels/scene14_camA/scene14_camA_f000315.txt
scene14_camA_f000330,scene14_camA.mp4,scene14,330,11.0,train,960,540,day,unknown,unknown,63.96,sharp,113.02,34.07,7.74,3,bus;person,data/frames/scene14_camA/scene14_camA_f000330.jpg,data/labels/scene14_camA/scene14_camA_f000330.txt
scene14_camA_f000345,scene14_camA.mp4,scene14,345,11.5,train,960,540,day,unknown,unknown,65.34,sharp,112.93,32.46,6.42,3,bus;person,data/frames/scene14_camA/scene14_camA_f000345.jpg,data/labels/scene14_camA/scene14_camA_f000345.txt
scene14_camA_f000360,scene14_camA.mp4,scene14,360,12.0,train,960,540,day,unknown,unknown,69.23,sharp,112.32,31.17,5.34,3,bus;person,data/frames/scene14_camA/scene14_camA_f000360.jpg,data/labels/scene14_camA/scene14_camA_f000360.txt
scene14_camA_f000375,scene14_camA.mp4,scene14,375,12.5,train,960,540,day,unknown,unknown,70.64,sharp,111.77,30.19,4.32,3,person,data/frames/scene14_camA/scene14_camA_f000375.jpg,data/labels/scene14_camA/scene14_camA_f000375.txt
scene14_camA_f000390,scene14_camA.mp4,scene14,390,13.0,train,960,540,day,unknown,unknown,69.65,sharp,111.48,29.24,3.76,3,person,data/frames/scene14_camA/scene14_camA_f000390.jpg,data/labels/scene14_camA/scene14_camA_f000390.txt
scene14_camA_f000405,scene14_camA.mp4,scene14,405,13.5,train,960,540,day,unknown,unknown,69.93,sharp,111.51,28.97,3.0,3,person,data/frames/scene14_camA/scene14_camA_f000405.jpg,data/labels/scene14_camA/scene14_camA_f000405.txt
scene14_camA_f000420,scene14_camA.mp4,scene14,420,14.0,train,960,540,day,unknown,unknown,70.14,sharp,111.56,29.06,2.79,3,person,data/frames/scene14_camA/scene14_camA_f000420.jpg,data/labels/scene14_camA/scene14_camA_f000420.txt
scene14_camA_f000435,scene14_camA.mp4,scene14,435,14.5,train,960,540,day,unknown,unknown,71.17,sharp,111.77,28.96,2.76,3,person,data/frames/scene14_camA/scene14_camA_f000435.jpg,data/labels/scene14_camA/scene14_camA_f000435.txt
scene15_camA_f000000,scene15_camA.mp4,scene15,0,0.0,train,960,540,night,unknown,unknown,32.82,blurred,48.58,12.33,0.0,1,person,data/frames/scene15_camA/scene15_camA_f000000.jpg,data/labels/scene15_camA/scene15_camA_f000000.txt
scene15_camA_f000015,scene15_camA.mp4,scene15,15,0.5,train,960,540,night,unknown,unknown,32.65,blurred,48.58,12.33,0.74,1,person,data/frames/scene15_camA/scene15_camA_f000015.jpg,data/labels/scene15_camA/scene15_camA_f000015.txt
scene15_camA_f000030,scene15_camA.mp4,scene15,30,1.0,train,960,540,night,unknown,unknown,35.72,blurred,48.62,12.52,0.85,2,person,data/frames/scene15_camA/scene15_camA_f000030.jpg,data/labels/scene15_camA/scene15_camA_f000030.txt
scene15_camA_f000045,scene15_camA.mp4,scene15,45,1.5,train,960,540,night,unknown,unknown,41.99,sharp,48.67,12.87,1.28,2,person,data/frames/scene15_camA/scene15_camA_f000045.jpg,data/labels/scene15_camA/scene15_camA_f000045.txt
scene15_camA_f000060,scene15_camA.mp4,scene15,60,2.0,train,960,540,night,unknown,unknown,46.01,sharp,49.0,13.38,1.85,2,person,data/frames/scene15_camA/scene15_camA_f000060.jpg,data/labels/scene15_camA/scene15_camA_f000060.txt
scene15_camA_f000075,scene15_camA.mp4,scene15,75,2.5,train,960,540,night,unknown,unknown,45.62,sharp,49.07,14.06,2.41,3,bus;person,data/frames/scene15_camA/scene15_camA_f000075.jpg,data/labels/scene15_camA/scene15_camA_f000075.txt
scene15_camA_f000090,scene15_camA.mp4,scene15,90,3.0,train,960,540,night,unknown,unknown,45.33,sharp,49.24,14.65,2.93,3,bus;person,data/frames/scene15_camA/scene15_camA_f000090.jpg,data/labels/scene15_camA/scene15_camA_f000090.txt
scene15_camA_f000105,scene15_camA.mp4,scene15,105,3.5,train,960,540,night,unknown,unknown,46.4,sharp,49.45,15.32,3.49,4,bus;person,data/frames/scene15_camA/scene15_camA_f000105.jpg,data/labels/scene15_camA/scene15_camA_f000105.txt
scene15_camA_f000120,scene15_camA.mp4,scene15,120,4.0,train,960,540,night,unknown,unknown,47.75,sharp,49.7,15.73,3.91,4,bus;person,data/frames/scene15_camA/scene15_camA_f000120.jpg,data/labels/scene15_camA/scene15_camA_f000120.txt
scene15_camA_f000135,scene15_camA.mp4,scene15,135,4.5,train,960,540,night,unknown,unknown,49.51,sharp,49.98,15.96,3.99,3,bus;person,data/frames/scene15_camA/scene15_camA_f000135.jpg,data/labels/scene15_camA/scene15_camA_f000135.txt
scene15_camA_f000150,scene15_camA.mp4,scene15,150,5.0,train,960,540,night,unknown,unknown,48.11,sharp,50.01,16.36,4.22,3,bus;person,data/frames/scene15_camA/scene15_camA_f000150.jpg,data/labels/scene15_camA/scene15_camA_f000150.txt
scene15_camA_f000165,scene15_camA.mp4,scene15,165,5.5,train,960,540,night,unknown,unknown,49.8,sharp,50.07,16.52,4.78,4,bus;person,data/frames/scene15_camA/scene15_camA_f000165.jpg,data/labels/scene15_camA/scene15_camA_f000165.txt
scene15_camA_f000180,scene15_camA.mp4,scene15,180,6.0,train,960,540,night,unknown,unknown,47.61,sharp,49.94,16.19,4.63,3,bus;person,data/frames/scene15_camA/scene15_camA_f000180.jpg,data/labels/scene15_camA/scene15_camA_f000180.txt
scene15_camA_f000195,scene15_camA.mp4,scene15,195,6.5,train,960,540,night,unknown,unknown,44.69,sharp,49.83,15.71,4.1,2,bus;person,data/frames/scene15_camA/scene15_camA_f000195.jpg,data/labels/scene15_camA/scene15_camA_f000195.txt
scene15_camA_f000210,scene15_camA.mp4,scene15,210,7.0,train,960,540,night,unknown,unknown,46.84,sharp,49.78,15.97,4.16,4,bus;person,data/frames/scene15_camA/scene15_camA_f000210.jpg,data/labels/scene15_camA/scene15_camA_f000210.txt
scene15_camA_f000225,scene15_camA.mp4,scene15,225,7.5,train,960,540,night,unknown,unknown,45.61,sharp,49.49,16.01,4.37,4,bus;person,data/frames/scene15_camA/scene15_camA_f000225.jpg,data/labels/scene15_camA/scene15_camA_f000225.txt
scene15_camA_f000240,scene15_camA.mp4,scene15,240,8.0,train,960,540,night,unknown,unknown,52.17,sharp,49.64,15.84,4.24,4,bus;person,data/frames/scene15_camA/scene15_camA_f000240.jpg,data/labels/scene15_camA/scene15_camA_f000240.txt
scene15_camA_f000255,scene15_camA.mp4,scene15,255,8.5,train,960,540,night,unknown,unknown,53.17,sharp,49.78,15.93,4.43,4,bus;person,data/frames/scene15_camA/scene15_camA_f000255.jpg,data/labels/scene15_camA/scene15_camA_f000255.txt
scene15_camA_f000270,scene15_camA.mp4,scene15,270,9.0,train,960,540,night,unknown,unknown,53.14,sharp,49.75,16.17,4.6,4,bus;person,data/frames/scene15_camA/scene15_camA_f000270.jpg,data/labels/scene15_camA/scene15_camA_f000270.txt
scene15_camA_f000285,scene15_camA.mp4,scene15,285,9.5,train,960,540,night,unknown,unknown,50.13,sharp,49.7,16.3,4.97,4,bus;person,data/frames/scene15_camA/scene15_camA_f000285.jpg,data/labels/scene15_camA/scene15_camA_f000285.txt
scene15_camA_f000300,scene15_camA.mp4,scene15,300,10.0,train,960,540,night,unknown,unknown,48.03,sharp,49.65,16.35,5.01,4,bus;person,data/frames/scene15_camA/scene15_camA_f000300.jpg,data/labels/scene15_camA/scene15_camA_f000300.txt
scene15_camA_f000315,scene15_camA.mp4,scene15,315,10.5,train,960,540,night,unknown,unknown,45.31,sharp,49.66,16.3,4.94,4,bus;person,data/frames/scene15_camA/scene15_camA_f000315.jpg,data/labels/scene15_camA/scene15_camA_f000315.txt
scene15_camA_f000330,scene15_camA.mp4,scene15,330,11.0,train,960,540,night,unknown,unknown,47.37,sharp,49.94,16.3,4.56,3,bus;person,data/frames/scene15_camA/scene15_camA_f000330.jpg,data/labels/scene15_camA/scene15_camA_f000330.txt
scene15_camA_f000345,scene15_camA.mp4,scene15,345,11.5,train,960,540,night,unknown,unknown,44.22,sharp,49.85,16.33,4.25,3,bus;person,data/frames/scene15_camA/scene15_camA_f000345.jpg,data/labels/scene15_camA/scene15_camA_f000345.txt
scene15_camA_f000360,scene15_camA.mp4,scene15,360,12.0,train,960,540,night,unknown,unknown,43.32,sharp,49.75,15.82,3.79,2,bus,data/frames/scene15_camA/scene15_camA_f000360.jpg,data/labels/scene15_camA/scene15_camA_f000360.txt
scene15_camA_f000375,scene15_camA.mp4,scene15,375,12.5,train,960,540,night,unknown,unknown,42.98,sharp,49.58,15.45,3.38,1,bus,data/frames/scene15_camA/scene15_camA_f000375.jpg,data/labels/scene15_camA/scene15_camA_f000375.txt
scene15_camA_f000390,scene15_camA.mp4,scene15,390,13.0,train,960,540,night,unknown,unknown,40.61,sharp,49.4,15.04,2.96,1,bus,data/frames/scene15_camA/scene15_camA_f000390.jpg,data/labels/scene15_camA/scene15_camA_f000390.txt
scene15_camA_f000405,scene15_camA.mp4,scene15,405,13.5,train,960,540,night,unknown,unknown,38.31,blurred,49.21,14.52,2.47,1,bus,data/frames/scene15_camA/scene15_camA_f000405.jpg,data/labels/scene15_camA/scene15_camA_f000405.txt
scene15_camA_f000420,scene15_camA.mp4,scene15,420,14.0,train,960,540,night,unknown,unknown,39.23,blurred,49.05,14.32,2.12,2,bus;person,data/frames/scene15_camA/scene15_camA_f000420.jpg,data/labels/scene15_camA/scene15_camA_f000420.txt
scene15_camA_f000435,scene15_camA.mp4,scene15,435,14.5,train,960,540,night,unknown,unknown,38.17,blurred,48.85,14.19,1.94,2,bus;person,data/frames/scene15_camA/scene15_camA_f000435.jpg,data/labels/scene15_camA/scene15_camA_f000435.txt
scene16_camA_f000000,scene16_camA.mp4,scene16,0,0.0,train,960,540,day,unknown,unknown,50.62,sharp,111.51,27.18,0.0,1,person,data/frames/scene16_camA/scene16_camA_f000000.jpg,data/labels/scene16_camA/scene16_camA_f000000.txt
scene16_camA_f000015,scene16_camA.mp4,scene16,15,0.5,train,960,540,day,unknown,unknown,68.98,sharp,111.44,28.44,3.79,2,person,data/frames/scene16_camA/scene16_camA_f000015.jpg,data/labels/scene16_camA/scene16_camA_f000015.txt
scene16_camA_f000030,scene16_camA.mp4,scene16,30,1.0,train,960,540,day,unknown,unknown,66.88,sharp,111.14,30.06,3.0,2,person,data/frames/scene16_camA/scene16_camA_f000030.jpg,data/labels/scene16_camA/scene16_camA_f000030.txt
scene16_camA_f000045,scene16_camA.mp4,scene16,45,1.5,train,960,540,day,unknown,unknown,66.04,sharp,111.37,31.31,4.83,2,person,data/frames/scene16_camA/scene16_camA_f000045.jpg,data/labels/scene16_camA/scene16_camA_f000045.txt
scene16_camA_f000060,scene16_camA.mp4,scene16,60,2.0,train,960,540,day,unknown,unknown,64.53,sharp,111.62,32.42,5.75,3,bus;person,data/frames/scene16_camA/scene16_camA_f000060.jpg,data/labels/scene16_camA/scene16_camA_f000060.txt
scene16_camA_f000075,scene16_camA.mp4,scene16,75,2.5,train,960,540,day,unknown,unknown,62.35,sharp,111.82,33.41,6.52,3,bus;person,data/frames/scene16_camA/scene16_camA_f000075.jpg,data/labels/scene16_camA/scene16_camA_f000075.txt
scene16_camA_f000090,scene16_camA.mp4,scene16,90,3.0,train,960,540,day,unknown,unknown,63.19,sharp,112.22,34.27,7.14,3,bus;person,data/frames/scene16_camA/scene16_camA_f000090.jpg,data/labels/scene16_camA/scene16_camA_f000090.txt
scene16_camA_f000105,scene16_camA.mp4,scene16,105,3.5,train,960,540,day,unknown,unknown,64.18,sharp,112.35,35.25,7.93,4,bus;person,data/frames/scene16_camA/scene16_camA_f000105.jpg,data/labels/scene16_camA/scene16_camA_f000105.txt
scene16_camA_f000120,scene16_camA.mp4,scene16,120,4.0,train,960,540,day,unknown,unknown,65.24,sharp,112.28,35.55,8.85,4,bus;person,data/frames/scene16_camA/scene16_camA_f000120.jpg,data/labels/scene16_camA/scene16_camA_f000120.txt
scene16_camA_f000135,scene16_camA.mp4,scene16,135,4.5,train,960,540,day,unknown,unknown,65.92,sharp,112.23,35.62,9.03,4,bus;person,data/frames/scene16_camA/scene16_camA_f000135.jpg,data/labels/scene16_camA/scene16_camA_f000135.txt
scene16_camA_f000150,scene16_camA.mp4,scene16,150,5.0,train,960,540,day,unknown,unknown,65.01,sharp,112.13,35.43,8.98,3,bus;person,data/frames/scene16_camA/scene16_camA_f000150.jpg,data/labels/scene16_camA/scene16_camA_f000150.txt
scene16_camA_f000165,scene16_camA.mp4,scene16,165,5.5,train,960,540,day,unknown,unknown,65.41,sharp,112.34,34.93,7.99,3,bus;person,data/frames/scene16_camA/scene16_camA_f000165.jpg,data/labels/scene16_camA/scene16_camA_f000165.txt
scene16_camA_f000180,scene16_camA.mp4,scene16,180,6.0,train,960,540,day,unknown,unknown,66.74,sharp,112.72,33.96,6.94,3,bus;person,data/frames/scene16_camA/scene16_camA_f000180.jpg,data/labels/scene16_camA/scene16_camA_f000180.txt
scene16_camA_f000195,scene16_camA.mp4,scene16,195,6.5,train,960,540,day,unknown,unknown,69.74,sharp,112.99,33.1,5.84,3,bus;person,data/frames/scene16_camA/scene16_camA_f000195.jpg,data/labels/scene16_camA/scene16_camA_f000195.txt
scene16_camA_f000210,scene16_camA.mp4,scene16,210,7.0,train,960,540,day,unknown,unknown,72.52,sharp,113.25,33.11,6.11,3,bus;person,data/frames/scene16_camA/scene16_camA_f000210.jpg,data/labels/scene16_camA/scene16_camA_f000210.txt
scene16_camA_f000225,scene16_camA.mp4,scene16,225,7.5,train,960,540,day,unknown,unknown,71.42,sharp,112.9,33.35,6.21,4,bus;person,data/frames/scene16_camA/scene16_camA_f000225.jpg,data/labels/scene16_camA/scene16_camA_f000225.txt
scene16_camA_f000240,scene16_camA.mp4,scene16,240,8.0,train,960,540,day,unknown,unknown,65.91,sharp,111.72,34.44,7.01,4,bus;person,data/frames/scene16_camA/scene16_camA_f000240.jpg,data/labels/scene16_camA/scene16_camA_f000240.txt
scene16_camA_f000255,scene16_camA.mp4,scene16,255,8.5,train,960,540,day,unknown,unknown,60.23,sharp,111.66,34.64,7.45,4,bus;person,data/frames/scene16_camA/scene16_camA_f000255.jpg,data/labels/scene16_camA/scene16_camA_f000255.txt
scene16_camA_f000270,scene16_camA.mp4,scene16,270,9.0,train,960,540,day,unknown,unknown,63.9,sharp,111.96,35.33,7.62,4,bus;person,data/frames/scene16_camA/scene16_camA_f000270.jpg,data/labels/scene16_camA/scene16_camA_f000270.txt
scene16_camA_f000285,scene16_camA.mp4,scene16,285,9.5,train,960,540,day,unknown,unknown,65.44,sharp,111.91,35.36,8.46,4,bus;person,data/frames/scene16_camA/scene16_camA_f000285.jpg,data/labels/scene16_camA/scene16_camA_f000285.txt
scene16_camA_f000300,scene16_camA.mp4,scene16,300,10.0,train,960,540,day,unknown,unknown,67.88,sharp,112.1,35.2,9.01,4,bus;person,data/frames/scene16_camA/scene16_camA_f000300.jpg,data/labels/scene16_camA/scene16_camA_f000300.txt
scene16_camA_f000315,scene16_camA.mp4,scene16,315,10.5,train,960,540,day,unknown,unknown,67.21,sharp,111.89,35.28,9.24,4,bus;person,data/frames/scene16_camA/scene16_camA_f000315.jpg,data/labels/scene16_camA/scene16_camA_f000315.txt
scene16_camA_f000330,scene16_camA.mp4,scene16,330,11.0,train,960,540,day,unknown,unknown,64.64,sharp,111.72,34.59,8.64,3,bus;person,data/frames/scene16_camA/scene16_camA_f000330.jpg,data/labels/scene16_camA/scene16_camA_f000330.txt
scene16_camA_f000345,scene16_camA.mp4,scene16,345,11.5,train,960,540,day,unknown,unknown,62.0,sharp,112.02,34.27,7.66,3,bus;person,data/frames/scene16_camA/scene16_camA_f000345.jpg,data/labels/scene16_camA/scene16_camA_f000345.txt
scene16_camA_f000360,scene16_camA.mp4,scene16,360,12.0,train,960,540,day,unknown,unknown,61.42,sharp,112.37,33.5,6.31,3,bus;person,data/frames/scene16_camA/scene16_camA_f000360.jpg,data/labels/scene16_camA/scene16_camA_f000360.txt
scene16_camA_f000375,scene16_camA.mp4,scene16,375,12.5,train,960,540,day,unknown,unknown,67.45,sharp,113.19,32.54,5.61,1,bus,data/frames/scene16_camA/scene16_camA_f000375.jpg,data/labels/scene16_camA/scene16_camA_f000375.txt
scene16_camA_f000390,scene16_camA.mp4,scene16,390,13.0,train,960,540,day,unknown,unknown,69.23,sharp,113.25,32.5,4.83,1,bus,data/frames/scene16_camA/scene16_camA_f000390.jpg,data/labels/scene16_camA/scene16_camA_f000390.txt
scene16_camA_f000405,scene16_camA.mp4,scene16,405,13.5,train,960,540,day,unknown,unknown,69.86,sharp,113.2,32.29,5.04,2,bus;person,data/frames/scene16_camA/scene16_camA_f000405.jpg,data/labels/scene16_camA/scene16_camA_f000405.txt
scene16_camA_f000420,scene16_camA.mp4,scene16,420,14.0,train,960,540,day,unknown,unknown,70.3,sharp,113.19,32.05,5.18,2,bus;person,data/frames/scene16_camA/scene16_camA_f000420.jpg,data/labels/scene16_camA/scene16_camA_f000420.txt
scene16_camA_f000435,scene16_camA.mp4,scene16,435,14.5,train,960,540,day,unknown,unknown,70.1,sharp,113.22,32.03,5.01,2,bus;person,data/frames/scene16_camA/scene16_camA_f000435.jpg,data/labels/scene16_camA/scene16_camA_f000435.txt
scene16_camB_f000000,scene16_camB.mp4,scene16,0,0.0,train,960,540,day,unknown,unknown,50.62,sharp,111.51,27.18,0.0,1,person,data/frames/scene16_camB/scene16_camB_f000000.jpg,data/labels/scene16_camB/scene16_camB_f000000.txt
scene16_camB_f000015,scene16_camB.mp4,scene16,15,0.5,train,960,540,day,unknown,unknown,72.57,sharp,111.43,28.29,5.65,2,person,data/frames/scene16_camB/scene16_camB_f000015.jpg,data/labels/scene16_camB/scene16_camB_f000015.txt
scene16_camB_f000030,scene16_camB.mp4,scene16,30,1.0,train,960,540,day,unknown,unknown,72.13,sharp,111.86,30.2,7.51,2,person,data/frames/scene16_camB/scene16_camB_f000030.jpg,data/labels/scene16_camB/scene16_camB_f000030.txt
scene16_camB_f000045,scene16_camB.mp4,scene16,45,1.5,train,960,540,day,unknown,unknown,67.32,sharp,111.68,32.38,9.04,3,bus;person,data/frames/scene16_camB/scene16_camB_f000045.jpg,data/labels/scene16_camB/scene16_camB_f000045.txt
scene16_camB_f000060,scene16_camB.mp4,scene16,60,2.0,train,960,540,day,unknown,unknown,61.89,sharp,112.15,33.65,10.25,3,bus;person,data/frames/scene16_camB/scene16_camB_f000060.jpg,data/labels/scene16_camB/scene16_camB_f000060.txt
scene16_camB_f000075,scene16_camB.mp4,scene16,75,2.5,train,960,540,day,unknown,unknown,65.03,sharp,112.61,34.84,11.06,4,bus;person,data/frames/scene16_camB/scene16_camB_f000075.jpg,data/labels/scene16_camB/scene16_camB_f000075.txt
scene16_camB_f000090,scene16_camB.mp4,scene16,90,3.0,train,960,540,day,unknown,unknown,66.32,sharp,112.57,35.25,12.08,4,bus;person,data/frames/scene16_camB/scene16_camB_f000090.jpg,data/labels/scene16_camB/scene16_camB_f000090.txt
scene16_camB_f000105,scene16_camB.mp4,scene16,105,3.5,train,960,540,day,unknown,unknown,66.52,sharp,112.47,35.38,12.63,4,bus;person,data/frames/scene16_camB/scene16_camB_f000105.jpg,data/labels/scene16_camB/scene16_camB_f000105.txt
scene16_camB_f000120,scene16_camB.mp4,scene16,120,4.0,train,960,540,day,unknown,unknown,65.18,sharp,112.41,35.56,12.6,4,bus;person,data/frames/scene16_camB/scene16_camB_f000120.jpg,data/labels/scene16_camB/scene16_camB_f000120.txt
scene16_camB_f000135,scene16_camB.mp4,scene16,135,4.5,train,960,540,day,unknown,unknown,65.53,sharp,112.07,35.19,12.25,4,bus;person,data/frames/scene16_camB/scene16_camB_f000135.jpg,data/labels/scene16_camB/scene16_camB_f000135.txt
scene16_camB_f000150,scene16_camB.mp4,scene16,150,5.0,train,960,540,day,unknown,unknown,67.79,sharp,111.96,34.49,11.9,4,bus;person,data/frames/scene16_camB/scene16_camB_f000150.jpg,data/labels/scene16_camB/scene16_camB_f000150.txt
scene16_camB_f000165,scene16_camB.mp4,scene16,165,5.5,train,960,540,day,unknown,unknown,71.07,sharp,112.07,34.52,11.95,4,bus;person,data/frames/scene16_camB/scene16_camB_f000165.jpg,data/labels/scene16_camB/scene16_camB_f000165.txt
scene16_camB_f000180,scene16_camB.mp4,scene16,180,6.0,train,960,540,day,unknown,unknown,67.31,sharp,112.25,33.9,11.46,4,bus;person,data/frames/scene16_camB/scene16_camB_f000180.jpg,data/labels/scene16_camB/scene16_camB_f000180.txt
scene16_camB_f000195,scene16_camB.mp4,scene16,195,6.5,train,960,540,day,unknown,unknown,69.07,sharp,112.59,32.69,10.79,4,bus;person,data/frames/scene16_camB/scene16_camB_f000195.jpg,data/labels/scene16_camB/scene16_camB_f000195.txt
scene16_camB_f000210,scene16_camB.mp4,scene16,210,7.0,train,960,540,day,unknown,unknown,71.85,sharp,112.78,32.71,10.1,3,bus;person,data/frames/scene16_camB/scene16_camB_f000210.jpg,data/labels/scene16_camB/scene16_camB_f000210.txt
scene16_camB_f000225,scene16_camB.mp4,scene16,225,7.5,train,960,540,day,unknown,unknown,69.72,sharp,112.33,32.79,10.06,2,bus;person,data/frames/scene16_camB/scene16_camB_f000225.jpg,data/labels/scene16_camB/scene16_camB_f000225.txt
scene16_camB_f000240,scene16_camB.mp4,scene16,240,8.0,train,960,540,day,unknown,unknown,63.69,sharp,111.7,34.22,10.4,3,bus;person,data/frames/scene16_camB/scene16_camB_f000240.jpg,data/labels/scene16_camB/scene16_camB_f000240.txt
scene16_camB_f000255,scene16_camB.mp4,scene16,255,8.5,train,960,540,day,unknown,unknown,65.17,sharp,112.24,34.97,11.16,4,bus;person,data/frames/scene16_camB/scene16_camB_f000255.jpg,data/labels/scene16_camB/scene16_camB_f000255.txt
scene16_camB_f000270,scene16_camB.mp4,scene16,270,9.0,train,960,540,day,unknown,unknown,68.28,sharp,113.01,34.71,11.64,3,bus;person,data/frames/scene16_camB/scene16_camB_f000270.jpg,data/labels/scene16_camB/scene16_camB_f000270.txt
scene16_camB_f000285,scene16_camB.mp4,scene16,285,9.5,train,960,540,day,unknown,unknown,70.16,sharp,113.04,33.95,11.58,3,bus;person,data/frames/scene16_camB/scene16_camB_f000285.jpg,data/labels/scene16_camB/scene16_camB_f000285.txt
scene16_camB_f000300,scene16_camB.mp4,scene16,300,10.0,train,960,540,day,unknown,unknown,70.09,sharp,113.02,33.81,11.34,3,bus;person,data/frames/scene16_camB/scene16_camB_f000300.jpg,data/labels/scene16_camB/scene16_camB_f000300.txt
scene16_camB_f000315,scene16_camB.mp4,scene16,315,10.5,train,960,540,day,unknown,unknown,69.84,sharp,112.5,33.65,11.24,3,bus;person,data/frames/scene16_camB/scene16_camB_f000315.jpg,data/labels/scene16_camB/scene16_camB_f000315.txt
scene16_camB_f000330,scene16_camB.mp4,scene16,330,11.0,train,960,540,day,unknown,unknown,68.94,sharp,112.34,33.41,11.01,3,bus;person,data/frames/scene16_camB/scene16_camB_f000330.jpg,data/labels/scene16_camB/scene16_camB_f000330.txt
scene16_camB_f000345,scene16_camB.mp4,scene16,345,11.5,train,960,540,day,unknown,unknown,68.39,sharp,112.37,33.26,10.8,3,bus;person,data/frames/scene16_camB/scene16_camB_f000345.jpg,data/labels/scene16_camB/scene16_camB_f000345.txt
scene16_camB_f000360,scene16_camB.mp4,scene16,360,12.0,train,960,540,day,unknown,unknown,64.19,sharp,112.01,32.62,10.14,3,bus;person,data/frames/scene16_camB/scene16_camB_f000360.jpg,data/labels/scene16_camB/scene16_camB_f000360.txt
scene16_camB_f000375,scene16_camB.mp4,scene16,375,12.5,train,960,540,day,unknown,unknown,66.98,sharp,111.99,31.73,9.34,3,bus;person,data/frames/scene16_camB/scene16_camB_f000375.jpg,data/labels/scene16_camB/scene16_camB_f000375.txt
scene16_camB_f000390,scene16_camB.mp4,scene16,390,13.0,train,960,540,day,unknown,unknown,67.49,sharp,111.63,30.25,8.54,2,bus;person,data/frames/scene16_camB/scene16_camB_f000390.jpg,data/labels/scene16_camB/scene16_camB_f000390.txt
scene16_camB_f000405,scene16_camB.mp4,scene16,405,13.5,train,960,540,day,unknown,unknown,67.13,sharp,111.21,29.46,7.54,1,person,data/frames/scene16_camB/scene16_camB_f000405.jpg,data/labels/scene16_camB/scene16_camB_f000405.txt
scene16_camB_f000420,scene16_camB.mp4,scene16,420,14.0,train,960,540,day,unknown,unknown,63.18,sharp,110.98,28.42,6.98,1,person,data/frames/scene16_camB/scene16_camB_f000420.jpg,data/labels/scene16_camB/scene16_camB_f000420.txt
scene16_camB_f000435,scene16_camB.mp4,scene16,435,14.5,train,960,540,day,unknown,unknown,65.58,sharp,110.96,28.4,6.26,1,person,data/frames/scene16_camB/scene16_camB_f000435.jpg,data/labels/scene16_camB/scene16_camB_f000435.txt
